country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","21-09-2026 11:00:00",23.1633321,75.800225,NH3,2,14,11
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","21-09-2026 11:00:00",20.719516,77.000253,PM10,27,49,36
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","21-09-2026 11:00:00",20.719516,77.000253,NH3,6,8,7
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","21-09-2026 11:00:00",20.719516,77.000253,CO,9,13,11
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","21-09-2026 11:00:00",19.215784,73.199781,PM2.5,15,118,47
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","21-09-2026 11:00:00",19.215784,73.199781,NO2,8,57,22
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","21-09-2026 11:00:00",20.9402359,77.7895248,PM10,16,40,29
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","21-09-2026 11:00:00",19.863756,75.321188,CO,34,52,41
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","21-09-2026 11:00:00",19.8389439,75.244448,PM2.5,22,51,36
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","21-09-2026 11:00:00",22.431,75.5213,PM10,24,47,33
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","21-09-2026 11:00:00",22.7084,75.8815,PM10,9,29,18
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","21-09-2026 11:00:00",22.7084,75.8815,OZONE,5,7,6
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","21-09-2026 11:00:00",22.7524,75.8872,NO2,4,5,4
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","21-09-2026 11:00:00",22.7524,75.8872,NH3,0,0,0
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","21-09-2026 11:00:00",22.7524,75.8872,OZONE,10,12,11
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","21-09-2026 11:00:00",23.168606,79.932247,PM2.5,15,35,25
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","21-09-2026 11:00:00",23.168606,79.932247,NO2,73,90,78
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","21-09-2026 11:00:00",23.163174,79.973061,PM2.5,13,47,29
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","21-09-2026 11:00:00",23.163174,79.973061,NO2,8,15,12
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","21-09-2026 11:00:00",23.163174,79.973061,CO,1,8,4
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","21-09-2026 11:00:00",23.218135,79.95777,PM10,14,110,53
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","21-09-2026 11:00:00",23.218135,79.95777,SO2,7,7,7
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","21-09-2026 11:00:00",23.50016,80.23284,SO2,13,39,26
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","21-09-2026 11:00:00",24.2613009,80.7231783,PM2.5,41,43,42
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","21-09-2026 11:00:00",24.2613009,80.7231783,SO2,11,12,12
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","21-09-2026 11:00:00",24.2613009,80.7231783,OZONE,NA,NA,NA
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","21-09-2026 11:00:00",28.360699,76.93609,CO,21,49,35
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","21-09-2026 11:00:00",28.060249,76.113115,SO2,4,5,4
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","21-09-2026 11:00:00",28.1485564,77.3320667,PM10,40,63,47
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","21-09-2026 11:00:00",28.1485564,77.3320667,NO2,23,25,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","21-09-2026 11:00:00",28.1485564,77.3320667,NH3,6,6,6
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","21-09-2026 11:00:00",28.3153,76.9143,PM2.5,0,50,7
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","21-09-2026 11:00:00",28.3153,76.9143,CO,NA,NA,NA
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","21-09-2026 11:00:00",30.7057778,76.8531805555555,PM2.5,NA,NA,NA
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","21-09-2026 11:00:00",30.7057778,76.8531805555555,SO2,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","21-09-2026 11:00:00",29.432304,76.972765,PM10,30,117,111
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","21-09-2026 11:00:00",29.5364,75.0158,NO2,19,21,20
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","21-09-2026 11:00:00",29.5364,75.0158,OZONE,15,54,32
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","21-09-2026 11:00:00",29.0272,77.0621,OZONE,48,52,50
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","21-09-2026 11:00:00",30.1480566,77.2893471,PM2.5,145,230,177
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","21-09-2026 11:00:00",30.1480566,77.2893471,NO2,11,21,16
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","21-09-2026 11:00:00",30.943887,76.801991,NO2,1,23,8
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","21-09-2026 11:00:00",30.943887,76.801991,OZONE,15,75,39
India,"Jammu and Kashmir",Pampore,"Khrew, Pampore - JKPCC","21-09-2026 11:00:00",34.031606,75.009712,OZONE,NA,NA,NA
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","21-09-2026 11:00:00",34.066206,74.81982,PM2.5,11,64,29
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","21-09-2026 11:00:00",34.066206,74.81982,NO2,19,20,19
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","21-09-2026 11:00:00",34.066206,74.81982,OZONE,0,1,0
India,"Jammu and Kashmir",Srinagar,"Khunmoh, Srinagar - JKPCC","21-09-2026 11:00:00",34.06313,74.96017,NO2,7,79,28
India,"Jammu and Kashmir",Srinagar,"Khunmoh, Srinagar - JKPCC","21-09-2026 11:00:00",34.06313,74.96017,NH3,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","21-09-2026 11:00:00",23.80569,86.44268,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","21-09-2026 11:00:00",13.029152,77.585901,PM10,1,91,27
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","21-09-2026 11:00:00",13.029152,77.585901,CO,17,34,24
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","21-09-2026 11:00:00",12.938539,77.5901,PM10,17,101,45
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","21-09-2026 11:00:00",15.459706,75.008381,OZONE,28,29,29
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","21-09-2026 11:00:00",17.321993,76.822628,SO2,NA,NA,NA
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","21-09-2026 11:00:00",12.415911,75.73505,PM2.5,2,25,8
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","21-09-2026 11:00:00",12.415911,75.73505,PM10,2,25,14
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","21-09-2026 11:00:00",12.733409,77.298051,NO2,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","21-09-2026 11:00:00",12.733409,77.298051,CO,24,33,28
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","21-09-2026 11:00:00",13.94,75.555917,PM2.5,42,47,43
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","21-09-2026 11:00:00",13.34194444,74.74694444,PM10,NA,NA,NA
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","21-09-2026 11:00:00",13.34194444,74.74694444,NO2,NA,NA,NA
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","21-09-2026 11:00:00",13.34194444,74.74694444,NH3,NA,NA,NA
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","21-09-2026 11:00:00",11.875,75.3732,NO2,11,12,12
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","21-09-2026 11:00:00",11.875,75.3732,NH3,1,1,1
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","21-09-2026 11:00:00",29.503664,75.467934,NO2,NA,NA,NA
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","21-09-2026 11:00:00",29.503664,75.467934,OZONE,33,40,37
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","21-09-2026 11:00:00",28.4227,77.0667,NH3,5,14,9
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","21-09-2026 11:00:00",29.14056,75.744941,SO2,14,135,20
India,Haryana,Jind,"Police Lines, Jind - HSPCB","21-09-2026 11:00:00",29.307814,76.337619,PM2.5,151,202,178
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","21-09-2026 11:00:00",29.8006,76.4155,NH3,4,6,5
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","21-09-2026 11:00:00",29.8006,76.4155,SO2,30,33,31
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","21-09-2026 11:00:00",29.8006,76.4155,OZONE,43,91,64
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","21-09-2026 11:00:00",29.6953,77.0027,NH3,6,12,8
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","21-09-2026 11:00:00",28.360699,76.93609,PM2.5,122,398,272
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","21-09-2026 11:00:00",28.360699,76.93609,NH3,7,15,12
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","21-09-2026 11:00:00",12.7816279,77.6299145,CO,33,33,33
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","21-09-2026 11:00:00",12.951913,77.539784,CO,13,28,20
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","21-09-2026 11:00:00",12.9135218,77.5950804,NO2,24,25,24
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","21-09-2026 11:00:00",12.9135218,77.5950804,CO,NA,NA,NA
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","21-09-2026 11:00:00",11.55358,76.55521,PM2.5,29,31,30
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","21-09-2026 11:00:00",11.55358,76.55521,OZONE,25,27,26
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","21-09-2026 11:00:00",13.428828,77.731418,NH3,1,1,1
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","21-09-2026 11:00:00",13.328028,75.797056,SO2,2,4,3
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","21-09-2026 11:00:00",12.920984,77.584908,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","21-09-2026 11:00:00",12.9756843,77.5660749,NH3,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","21-09-2026 11:00:00",19.25292,73.142019,SO2,NA,NA,NA
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","21-09-2026 11:00:00",16.6870449,74.2505872,PM2.5,9,38,19
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","21-09-2026 11:00:00",16.7143745,74.2426398,CO,10,23,15
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","21-09-2026 11:00:00",18.39963,76.57452,PM2.5,19,29,24
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","21-09-2026 11:00:00",18.39963,76.57452,PM10,18,51,34
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","21-09-2026 11:00:00",18.39963,76.57452,CO,16,16,16
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","21-09-2026 11:00:00",18.1023399,73.4783687,PM10,54,113,74
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","21-09-2026 11:00:00",18.1023399,73.4783687,SO2,6,54,17
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","21-09-2026 11:00:00",20.555712,74.529236,PM2.5,23,55,41
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","21-09-2026 11:00:00",20.555712,74.529236,PM10,62,134,97
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","21-09-2026 11:00:00",20.555712,74.529236,SO2,2,5,4
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","21-09-2026 11:00:00",20.555712,74.529236,CO,2,4,3
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","21-09-2026 11:00:00",20.555712,74.529236,OZONE,14,15,15
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","21-09-2026 11:00:00",19.10078,72.87462,NO2,13,13,13
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","21-09-2026 11:00:00",19.175,72.9419,NH3,5,5,5
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","21-09-2026 11:00:00",19.065931,72.862131,PM2.5,29,58,44
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","21-09-2026 11:00:00",19.065931,72.862131,NO2,8,42,22
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","21-09-2026 11:00:00",19.065931,72.862131,OZONE,1,21,6
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","21-09-2026 11:00:00",19.060498,72.923356,OZONE,11,22,15
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","21-09-2026 11:00:00",19.000084,72.85673,PM2.5,39,72,50
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","21-09-2026 11:00:00",25.5586,91.8985,SO2,11,12,11
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","21-09-2026 11:00:00",23.7176342,92.7192841,PM2.5,NA,NA,NA
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","21-09-2026 11:00:00",23.7176342,92.7192841,NH3,0,0,0
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","21-09-2026 11:00:00",23.7176342,92.7192841,SO2,14,15,14
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","21-09-2026 11:00:00",23.7176342,92.7192841,OZONE,1,3,2
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","21-09-2026 11:00:00",25.6635413,94.0989878,NO2,3,4,3
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","21-09-2026 11:00:00",20.832874,85.104082,PM2.5,20,119,51
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","21-09-2026 11:00:00",20.832874,85.104082,OZONE,10,27,18
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","21-09-2026 11:00:00",21.51161,86.89088,NH3,3,3,3
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","21-09-2026 11:00:00",21.51161,86.89088,CO,37,54,45
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","21-09-2026 11:00:00",21.941841,86.728318,OZONE,28,36,33
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","21-09-2026 11:00:00",20.24079,85.836784,NH3,3,5,3
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","21-09-2026 11:00:00",20.24079,85.836784,CO,65,78,73
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","21-09-2026 11:00:00",20.34652,85.8163,SO2,4,9,5
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","21-09-2026 11:00:00",19.000083,72.813993,CO,25,36,31
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","21-09-2026 11:00:00",18.96702,72.84214,PM10,51,97,66
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","21-09-2026 11:00:00",19.0364585,72.8954371,NO2,7,19,13
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","21-09-2026 11:00:00",19.04946,72.923,NO2,14,49,28
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","21-09-2026 11:00:00",19.04946,72.923,CO,30,41,36
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","21-09-2026 11:00:00",19.19709,72.82204,NH3,1,4,2
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","21-09-2026 11:00:00",21.143383,79.048912,SO2,5,15,8
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","21-09-2026 11:00:00",21.14472,79.107595,NO2,8,25,13
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","21-09-2026 11:00:00",21.14472,79.107595,SO2,5,8,8
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","21-09-2026 11:00:00",21.152875,79.0517531,PM2.5,14,72,41
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","21-09-2026 11:00:00",21.152875,79.0517531,NO2,12,27,16
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","21-09-2026 11:00:00",21.152875,79.0517531,NH3,2,3,2
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","21-09-2026 11:00:00",21.152875,79.0517531,OZONE,6,18,9
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","21-09-2026 11:00:00",21.121801,79.04952,PM2.5,30,79,49
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","21-09-2026 11:00:00",19.16485,73.23409,PM10,29,104,45
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","21-09-2026 11:00:00",19.16485,73.23409,NH3,10,19,15
India,Maharashtra,Beed,"Bir, Beed - MPCB","21-09-2026 11:00:00",18.988474,75.753873,NO2,6,28,14
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","21-09-2026 11:00:00",19.9629,79.298714,SO2,10,12,11
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","21-09-2026 11:00:00",19.2268427,73.0788456,NO2,5,18,12
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","21-09-2026 11:00:00",19.2268427,73.0788456,OZONE,17,58,37
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","21-09-2026 11:00:00",19.710842,77.151824,OZONE,14,52,27
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","21-09-2026 11:00:00",21.001264,75.565602,PM2.5,41,147,71
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","21-09-2026 11:00:00",21.001264,75.565602,NH3,3,3,3
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","21-09-2026 11:00:00",19.192056,72.9585188,NO2,9,18,14
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","21-09-2026 11:00:00",19.192056,72.9585188,CO,40,40,40
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","21-09-2026 11:00:00",19.25292,73.142019,PM2.5,16,124,58
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","21-09-2026 11:00:00",17.6336264,75.9132495,NH3,6,16,9
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","21-09-2026 11:00:00",17.6336264,75.9132495,SO2,2,7,5
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","21-09-2026 11:00:00",17.6336264,75.9132495,CO,7,20,13
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","21-09-2026 11:00:00",19.222279,72.957979,PM2.5,16,46,32
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","21-09-2026 11:00:00",19.235581,73.159121,NH3,2,3,2
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","21-09-2026 11:00:00",19.235581,73.159121,OZONE,6,17,9
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","21-09-2026 11:00:00",19.2307571,73.155192,SO2,7,14,8
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","21-09-2026 11:00:00",19.445821,72.7988231,NO2,9,17,14
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","21-09-2026 11:00:00",19.445821,72.7988231,SO2,2,4,4
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat -Meghalaya PCB","21-09-2026 11:00:00",26.079047,91.875185,PM2.5,8,327,144
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","21-09-2026 11:00:00",18.501793,73.927532,PM10,NA,NA,NA
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","21-09-2026 11:00:00",18.501793,73.927532,CO,10,31,20
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","21-09-2026 11:00:00",18.45445,73.854155,CO,23,39,30
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","21-09-2026 11:00:00",18.45445,73.854155,OZONE,10,10,10
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","21-09-2026 11:00:00",18.530085,73.849598,PM10,49,130,87
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","21-09-2026 11:00:00",18.530085,73.849598,NO2,23,76,40
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","21-09-2026 11:00:00",18.459883,73.852193,PM10,38,85,66
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","21-09-2026 11:00:00",18.459883,73.852193,NO2,NA,NA,NA
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","21-09-2026 11:00:00",18.459883,73.852193,NH3,NA,NA,NA
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","21-09-2026 11:00:00",18.459883,73.852193,CO,22,70,49
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","21-09-2026 11:00:00",17.65439,75.90649,PM10,28,61,45
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","21-09-2026 11:00:00",17.65439,75.90649,SO2,1,2,2
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","21-09-2026 11:00:00",20.0073285,73.7762427,NO2,5,5,5
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","21-09-2026 11:00:00",20.0073285,73.7762427,CO,12,114,39
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","21-09-2026 11:00:00",19.9591346,73.7788008,PM10,37,78,61
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","21-09-2026 11:00:00",20.021503,73.813844,CO,34,46,40
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.090337,73.014232,SO2,2,4,3
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.063,73.1209,SO2,0,5,2
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.02579,73.10297,PM10,37,79,55
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.02579,73.10297,SO2,2,14,6
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.1135051,73.008978,PM10,38,99,62
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","21-09-2026 11:00:00",19.000084,72.85673,SO2,0,8,4
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","21-09-2026 11:00:00",19.215859,72.831718,PM2.5,25,54,38
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","21-09-2026 11:00:00",19.215859,72.831718,SO2,0,3,1
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","21-09-2026 11:00:00",19.215859,72.831718,OZONE,12,33,23
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","21-09-2026 11:00:00",19.11074,72.86084,NH3,6,9,7
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","21-09-2026 11:00:00",19.0863,72.8888,NO2,9,9,9
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","21-09-2026 11:00:00",19.0863,72.8888,CO,25,25,25
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","21-09-2026 11:00:00",19.0863,72.8888,OZONE,28,29,28
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","21-09-2026 11:00:00",18.9767,72.838,CO,26,42,34
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","21-09-2026 11:00:00",19.23241,72.86895,NO2,3,12,7
India,Maharashtra,Pimpri-Chinchwad,"Bhosari, Pune - IITM","21-09-2026 11:00:00",18.640051,73.848956,PM10,53,104,77
India,Maharashtra,Pimpri-Chinchwad,"Bhosari, Pune - IITM","21-09-2026 11:00:00",18.640051,73.848956,NO2,24,51,37
India,Maharashtra,Pimpri-Chinchwad,"Bhosari, Pune - IITM","21-09-2026 11:00:00",18.640051,73.848956,NH3,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pune - IITM","21-09-2026 11:00:00",18.60577,73.749976,NO2,17,30,23
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","21-09-2026 11:00:00",18.616318,73.765797,NH3,5,7,6
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","21-09-2026 11:00:00",18.616318,73.765797,SO2,0,3,1
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","21-09-2026 11:00:00",18.616318,73.765797,CO,16,50,25
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pune - IITM","21-09-2026 11:00:00",18.664282,73.763966,SO2,NA,NA,NA
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","21-09-2026 11:00:00",18.536457,73.805454,PM10,47,87,65
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","21-09-2026 11:00:00",29.61075,74.283608,CO,20,24,22
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","21-09-2026 11:00:00",26.9502929,75.730943,PM2.5,54,114,80
