country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","21-09-2026 11:00:00",23.210494,77.425409,NO2,15,49,23
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","21-09-2026 11:00:00",23.210494,77.425409,NH3,1,3,2
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","21-09-2026 11:00:00",22.9682591,76.064118,NO2,55,89,68
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","21-09-2026 11:00:00",22.9682591,76.064118,SO2,21,40,30
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","21-09-2026 11:00:00",22.9682591,76.064118,CO,17,24,20
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","21-09-2026 11:00:00",26.200388,78.147714,NH3,4,8,7
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","21-09-2026 11:00:00",26.203442,78.193251,OZONE,37,55,45
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","21-09-2026 11:00:00",26.259242,78.216432,PM2.5,17,70,44
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","21-09-2026 11:00:00",28.593883,76.270653,NO2,9,25,15
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","21-09-2026 11:00:00",28.593883,76.270653,NH3,5,8,6
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","21-09-2026 11:00:00",28.4417,77.3217,PM2.5,53,62,57
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","21-09-2026 11:00:00",28.4417,77.3217,NH3,6,7,7
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","21-09-2026 11:00:00",28.4417,77.3217,CO,25,32,27
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","21-09-2026 11:00:00",28.4417,77.3217,OZONE,16,17,17
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","21-09-2026 11:00:00",28.376058,77.315741,NO2,30,32,31
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","21-09-2026 11:00:00",28.376058,77.315741,OZONE,6,6,6
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","21-09-2026 11:00:00",28.39072,77.30059,NO2,24,27,25
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","21-09-2026 11:00:00",28.39072,77.30059,NH3,11,12,11
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","21-09-2026 11:00:00",28.39072,77.30059,SO2,5,102,13
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","21-09-2026 11:00:00",29.503664,75.467934,PM2.5,NA,NA,NA
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","21-09-2026 11:00:00",29.503664,75.467934,NH3,NA,NA,NA
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","21-09-2026 11:00:00",28.422681,77.148944,PM10,113,191,154
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","21-09-2026 11:00:00",28.422681,77.148944,NO2,16,43,26
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","21-09-2026 11:00:00",28.422681,77.148944,NH3,NA,NA,NA
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","21-09-2026 11:00:00",28.4227,77.0667,NO2,16,44,26
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","21-09-2026 11:00:00",15.3714823,75.1160168,NO2,9,11,10
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","21-09-2026 11:00:00",15.3714823,75.1160168,OZONE,24,26,24
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","21-09-2026 11:00:00",17.336318,76.847397,PM10,16,49,35
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","21-09-2026 11:00:00",17.336318,76.847397,NH3,2,3,2
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","21-09-2026 11:00:00",17.321993,76.822628,PM10,NA,NA,NA
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","21-09-2026 11:00:00",17.321993,76.822628,NO2,NA,NA,NA
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","21-09-2026 11:00:00",12.88925,74.853,PM2.5,28,80,63
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","21-09-2026 11:00:00",12.733409,77.298051,SO2,16,20,18
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","21-09-2026 11:00:00",13.94,75.555917,PM10,57,60,58
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","21-09-2026 11:00:00",13.34194444,74.74694444,PM2.5,NA,NA,NA
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","21-09-2026 11:00:00",16.7602,77.1428,PM2.5,2,41,25
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","21-09-2026 11:00:00",16.7602,77.1428,PM10,8,53,35
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","21-09-2026 11:00:00",16.7602,77.1428,NH3,1,1,1
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","21-09-2026 11:00:00",29.432304,76.972765,NH3,7,12,10
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","21-09-2026 11:00:00",28.52123,76.37138,PM10,81,106,99
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","21-09-2026 11:00:00",28.52123,76.37138,CO,36,42,39
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","21-09-2026 11:00:00",28.52123,76.37138,OZONE,9,25,15
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","21-09-2026 11:00:00",29.5364,75.0158,PM2.5,11,48,34
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","21-09-2026 11:00:00",29.5364,75.0158,SO2,30,48,36
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","21-09-2026 11:00:00",29.0272,77.0621,PM2.5,50,151,105
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","21-09-2026 11:00:00",29.0272,77.0621,NO2,6,8,7
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","21-09-2026 11:00:00",29.0272,77.0621,NH3,8,9,9
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","21-09-2026 11:00:00",30.1480566,77.2893471,PM10,115,143,126
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","21-09-2026 11:00:00",30.1480566,77.2893471,SO2,9,15,12
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","21-09-2026 11:00:00",30.943887,76.801991,PM2.5,15,167,71
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","21-09-2026 11:00:00",30.943887,76.801991,NH3,1,2,2
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","21-09-2026 11:00:00",30.943887,76.801991,CO,37,54,47
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","21-09-2026 11:00:00",12.9756843,77.5660749,CO,54,63,58
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","21-09-2026 11:00:00",12.7816279,77.6299145,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","21-09-2026 11:00:00",12.951913,77.539784,OZONE,20,24,22
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","21-09-2026 11:00:00",12.9135218,77.5950804,NH3,5,5,5
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","21-09-2026 11:00:00",12.917348,77.622813,NO2,7,10,8
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","21-09-2026 11:00:00",12.917348,77.622813,CO,24,87,48
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","21-09-2026 11:00:00",12.917348,77.622813,OZONE,10,16,12
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","21-09-2026 11:00:00",13.328028,75.797056,NO2,18,22,19
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","21-09-2026 11:00:00",13.328028,75.797056,NH3,2,2,2
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","21-09-2026 11:00:00",13.328028,75.797056,OZONE,45,46,45
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","21-09-2026 11:00:00",15.459706,75.008381,PM10,70,98,78
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","21-09-2026 11:00:00",28.4275,77.1465,PM10,50,245,191
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","21-09-2026 11:00:00",28.4275,77.1465,CO,22,39,30
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","21-09-2026 11:00:00",28.4275,77.1465,OZONE,8,25,13
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","21-09-2026 11:00:00",29.14056,75.744941,PM10,94,123,107
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","21-09-2026 11:00:00",29.6953,77.0027,CO,45,54,50
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","21-09-2026 11:00:00",29.6953,77.0027,OZONE,11,13,12
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","21-09-2026 11:00:00",28.360699,76.93609,PM10,102,338,176
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","21-09-2026 11:00:00",28.360699,76.93609,NO2,16,74,31
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","21-09-2026 11:00:00",28.360699,76.93609,OZONE,8,40,20
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","21-09-2026 11:00:00",28.060249,76.113115,PM10,119,145,133
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","21-09-2026 11:00:00",28.3153,76.9143,NH3,4,11,6
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","21-09-2026 11:00:00",22.678,75.8559,PM10,3,38,18
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","21-09-2026 11:00:00",22.678,75.8559,SO2,46,71,52
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","21-09-2026 11:00:00",22.431,75.5213,PM2.5,17,37,25
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","21-09-2026 11:00:00",22.431,75.5213,CO,8,18,11
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","21-09-2026 11:00:00",22.7289,75.8076,PM10,2,64,37
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","21-09-2026 11:00:00",22.7289,75.8076,NH3,0,8,0
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","21-09-2026 11:00:00",22.7289,75.8076,SO2,NA,NA,NA
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","21-09-2026 11:00:00",22.7084,75.8815,CO,1,3,2
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","21-09-2026 11:00:00",23.168606,79.932247,CO,104,115,107
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","21-09-2026 11:00:00",23.163174,79.973061,PM10,NA,NA,NA
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","21-09-2026 11:00:00",23.218135,79.95777,PM2.5,18,59,35
India,"Jammu and Kashmir",Pampore,"Khrew, Pampore - JKPCC","21-09-2026 11:00:00",34.031606,75.009712,NO2,0,1,0
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","21-09-2026 11:00:00",34.066206,74.81982,CO,11,17,14
India,"Jammu and Kashmir",Srinagar,"Khunmoh, Srinagar - JKPCC","21-09-2026 11:00:00",34.06313,74.96017,SO2,3,5,4
India,"Jammu and Kashmir",Srinagar,"Khunmoh, Srinagar - JKPCC","21-09-2026 11:00:00",34.06313,74.96017,CO,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","21-09-2026 11:00:00",23.80569,86.44268,PM2.5,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","21-09-2026 11:00:00",23.80569,86.44268,NH3,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","21-09-2026 11:00:00",23.80569,86.44268,SO2,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","21-09-2026 11:00:00",23.80569,86.44268,OZONE,12,54,24
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","21-09-2026 11:00:00",13.029152,77.585901,NO2,10,24,20
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","21-09-2026 11:00:00",12.938539,77.5901,NH3,1,1,1
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","21-09-2026 11:00:00",12.920984,77.584908,NH3,0,1,1
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","21-09-2026 11:00:00",12.920984,77.584908,OZONE,13,129,53
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","21-09-2026 11:00:00",19.296481,72.840923,PM2.5,21,70,44
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","21-09-2026 11:00:00",19.296481,72.840923,PM10,28,119,51
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","21-09-2026 11:00:00",19.296481,72.840923,NO2,5,33,17
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","21-09-2026 11:00:00",19.296481,72.840923,NH3,1,16,8
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","21-09-2026 11:00:00",19.296481,72.840923,CO,15,22,18
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","21-09-2026 11:00:00",19.296481,72.840923,OZONE,4,26,9
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","21-09-2026 11:00:00",19.047,72.8746,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","21-09-2026 11:00:00",19.047,72.8746,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","21-09-2026 11:00:00",19.047,72.8746,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","21-09-2026 11:00:00",19.047,72.8746,CO,17,20,19
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","21-09-2026 11:00:00",19.10078,72.87462,NH3,1,1,1
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","21-09-2026 11:00:00",18.897756,72.81332,PM2.5,35,84,51
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","21-09-2026 11:00:00",18.897756,72.81332,PM10,51,106,73
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","21-09-2026 11:00:00",18.897756,72.81332,SO2,0,9,4
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","21-09-2026 11:00:00",19.065931,72.862131,SO2,2,4,3
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","21-09-2026 11:00:00",19.065931,72.862131,CO,14,21,18
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","21-09-2026 11:00:00",19.1653323,72.922099,PM2.5,10,48,26
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","21-09-2026 11:00:00",19.1653323,72.922099,PM10,45,101,63
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","21-09-2026 11:00:00",19.1653323,72.922099,NH3,2,2,2
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","21-09-2026 11:00:00",19.1653323,72.922099,CO,29,42,34
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","21-09-2026 11:00:00",19.1653323,72.922099,OZONE,5,25,11
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","21-09-2026 11:00:00",19.215859,72.831718,PM10,27,59,41
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","21-09-2026 11:00:00",19.173852,77.296291,NO2,NA,NA,NA
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","21-09-2026 11:00:00",19.173852,77.296291,SO2,NA,NA,NA
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","21-09-2026 11:00:00",20.0073285,73.7762427,PM2.5,39,62,51
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","21-09-2026 11:00:00",20.0073285,73.7762427,OZONE,10,52,24
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","21-09-2026 11:00:00",19.9591346,73.7788008,PM2.5,48,76,60
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","21-09-2026 11:00:00",19.9591346,73.7788008,NH3,3,4,3
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","21-09-2026 11:00:00",19.9591346,73.7788008,OZONE,10,34,20
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","21-09-2026 11:00:00",20.021503,73.813844,NH3,2,4,2
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","21-09-2026 11:00:00",20.021503,73.813844,SO2,1,4,3
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","21-09-2026 11:00:00",19.95022,73.73148,SO2,1,2,2
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.090337,73.014232,PM10,44,114,76
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.008751,73.01662,PM10,30,86,51
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.008751,73.01662,NO2,3,3,3
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.008751,73.01662,NH3,0,0,0
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.008751,73.01662,SO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.008751,73.01662,OZONE,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.063,73.1209,PM10,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.063,73.1209,NO2,7,13,10
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.063,73.1209,CO,28,40,33
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.063,73.1209,OZONE,20,20,20
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.02579,73.10297,NO2,7,27,11
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.02579,73.10297,NH3,6,11,8
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","21-09-2026 11:00:00",20.939198,77.765701,NH3,1,2,1
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","21-09-2026 11:00:00",20.939198,77.765701,OZONE,9,33,23
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","21-09-2026 11:00:00",20.9402359,77.7895248,SO2,1,3,2
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","21-09-2026 11:00:00",19.87562,75.38731,NO2,19,19,19
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","21-09-2026 11:00:00",19.863756,75.321188,PM2.5,40,68,55
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","21-09-2026 11:00:00",19.863756,75.321188,NH3,1,2,1
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","21-09-2026 11:00:00",19.863756,75.321188,OZONE,9,10,10
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","21-09-2026 11:00:00",19.16485,73.23409,NO2,8,12,10
India,Maharashtra,Beed,"Bir, Beed - MPCB","21-09-2026 11:00:00",18.988474,75.753873,PM10,NA,NA,NA
India,Maharashtra,Beed,"Bir, Beed - MPCB","21-09-2026 11:00:00",18.988474,75.753873,OZONE,8,33,19
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","21-09-2026 11:00:00",19.0243902,73.0406721,PM2.5,33,53,43
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","21-09-2026 11:00:00",19.0243902,73.0406721,PM10,48,77,63
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","21-09-2026 11:00:00",19.0243902,73.0406721,OZONE,11,25,15
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","21-09-2026 11:00:00",19.309073,73.057223,PM2.5,17,52,22
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","21-09-2026 11:00:00",19.786089,72.757971,NO2,NA,NA,NA
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","21-09-2026 11:00:00",19.9629,79.298714,PM10,17,76,49
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","21-09-2026 11:00:00",19.9629,79.298714,OZONE,5,19,15
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","21-09-2026 11:00:00",19.9775302,79.2337086,PM2.5,32,39,38
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","21-09-2026 11:00:00",19.9775302,79.2337086,PM10,44,194,98
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","21-09-2026 11:00:00",19.9775302,79.2337086,OZONE,2,19,9
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","21-09-2026 11:00:00",19.710842,77.151824,NH3,1,3,2
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","21-09-2026 11:00:00",21.001264,75.565602,CO,2,14,9
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","21-09-2026 11:00:00",21.001264,75.565602,OZONE,10,39,20
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","21-09-2026 11:00:00",19.854616,75.905894,NH3,3,5,4
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","21-09-2026 11:00:00",19.854616,75.905894,CO,12,29,18
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","21-09-2026 11:00:00",19.25292,73.142019,PM10,16,108,57
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","21-09-2026 11:00:00",19.25292,73.142019,CO,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","21-09-2026 11:00:00",19.25292,73.142019,OZONE,8,8,8
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","21-09-2026 11:00:00",16.6870449,74.2505872,NO2,5,25,14
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","21-09-2026 11:00:00",16.6870449,74.2505872,NH3,3,3,3
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","21-09-2026 11:00:00",16.6870449,74.2505872,CO,6,14,10
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","21-09-2026 11:00:00",16.6870449,74.2505872,OZONE,10,27,17
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","21-09-2026 11:00:00",16.7143745,74.2426398,OZONE,14,44,23
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","21-09-2026 11:00:00",18.39963,76.57452,NO2,4,39,13
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","21-09-2026 11:00:00",18.1023399,73.4783687,OZONE,16,16,16
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","21-09-2026 11:00:00",18.96702,72.84214,PM2.5,19,104,46
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","21-09-2026 11:00:00",19.083694,72.920967,CO,22,36,26
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","21-09-2026 11:00:00",19.1375,72.915056,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","21-09-2026 11:00:00",19.1878657,72.8304069,PM2.5,11,42,23
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","21-09-2026 11:00:00",19.1878657,72.8304069,NO2,18,19,18
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","21-09-2026 11:00:00",19.1878657,72.8304069,OZONE,18,18,18
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","21-09-2026 11:00:00",19.0364585,72.8954371,PM2.5,22,46,34
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","21-09-2026 11:00:00",19.04946,72.923,PM2.5,31,75,54
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","21-09-2026 11:00:00",19.04946,72.923,SO2,1,4,2
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","21-09-2026 11:00:00",19.19709,72.82204,PM2.5,8,62,31
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","21-09-2026 11:00:00",21.143383,79.048912,PM10,37,76,55
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","21-09-2026 11:00:00",21.143383,79.048912,NO2,10,24,15
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","21-09-2026 11:00:00",21.143383,79.048912,CO,17,23,19
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","21-09-2026 11:00:00",21.14472,79.107595,NH3,2,6,3
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","21-09-2026 11:00:00",19.1135051,73.008978,NO2,43,44,43
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","21-09-2026 11:00:00",19.265594,76.761463,NO2,4,11,6
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","21-09-2026 11:00:00",18.63673,73.82487,NO2,12,39,20
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","21-09-2026 11:00:00",18.63673,73.82487,OZONE,13,49,26
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pune - IITM","21-09-2026 11:00:00",18.60577,73.749976,NH3,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pune - IITM","21-09-2026 11:00:00",18.60577,73.749976,SO2,NA,NA,NA
